pde,method,run_time,train_loss,mse,mxe,l2rel
Poisson2D_ManyArea,rad,400.75842,0.3845837414264679,6.005275726318359,9.715961456298828,0.944027543067932
Poisson2D_ManyArea,randomr,547.138469,0.037007700651884,2.621976137161255,4.740967750549316,0.6237816214561462
Poisson2D_ManyArea,rard,396.875832,0.0380795113742351,2.610600709915161,4.831577777862549,0.6224269866943359
Poisson2D_ManyArea,rarg,403.14552,0.0527666322886943,2.569357395172119,4.739488124847412,0.6174907684326172
Poisson3D_ComplexGeometry,pinn,610.062757,1.0604757070541382,0.0309382565319538,1.1704837083816528,0.6067031621932983
Poisson3D_ComplexGeometry,r3,743.520099,2.3445143699646,0.0374689735472202,1.1542810201644895,0.667673647403717
Poisson3D_ComplexGeometry,rad,615.684727,3.077329397201538,0.0293000601232051,1.1731653213500977,0.5904220938682556
Poisson3D_ComplexGeometry,randomr,5698.823755,0.736362636089325,0.0264746714383363,1.0452324151992798,0.5612335801124573
Poisson3D_ComplexGeometry,rard,615.830036,1.461265206336975,0.0312982574105262,1.1539021730422974,0.6102228164672852
Poisson3D_ComplexGeometry,rarg,607.584086,2.844899654388428,0.030830143019557,1.1645857095718384,0.6056421995162964
PoissonBoltzmann2D,pinn,401.709293,2.4867892265319824,0.1229008138179779,1.645890474319458,0.6246429085731506
PoissonBoltzmann2D,r3,436.329902,2.315472364425659,0.1861342191696167,1.7007784843444824,0.7687188982963562
PoissonBoltzmann2D,rad,397.473721,2.06335997581482,0.1658623218536377,1.6473517417907717,0.7256518602371216
PoissonBoltzmann2D,randomr,1619.693149,3.0241730213165283,0.1116495952010154,1.6299231052398682,0.5953646302223206
PoissonBoltzmann2D,rard,399.352045,6.852942943572998,0.1181533932685852,1.631908893585205,0.6124597191810608
PoissonBoltzmann2D,rarg,400.361205,0.4511220753192901,0.121533490717411,1.6450579166412354,0.6211585402488708
PoissonND,pinn,836.045746,2.5875075152725916e-05,2.2979789719101973e-05,0.0166540145874023,0.0014454340562224
PoissonND,r3,875.001925,3.977770029450767e-05,2.302475695614703e-05,0.0178585052490234,0.00144684757106
PoissonND,rad,846.830549,2.259722168673761e-05,2.6585292289382775e-05,0.0194203853607177,0.0015546977519989
PoissonND,randomr,1365.20844,0.0002021876425715,6.241477967705578e-05,0.014005422592163,0.0023821492213755
PoissonND,rard,848.274234,0.0012107820948585,0.0001202614948851,0.0386662483215332,0.003306652419269
PoissonND,rarg,847.679986,0.0001166257934528,2.0145775124547072e-05,0.0263571739196777,0.0013533721212297
Wave1D,pinn,392.510919,0.0007410918478854,0.0728503838181495,0.6993150115013123,0.4829228818416595
Wave1D,r3,391.590411,0.0005685996147803,0.1264475584030151,1.0598280429840088,0.6362343430519104
Wave1D,rad,388.241694,0.0055713742040097,0.1134741455316543,0.9630751013755798,0.6027126312255859
Wave1D,randomr,540.246955,0.0007410918478854,0.0728503838181495,0.6993150115013123,0.4829228818416595
Wave1D,rard,377.517851,0.0019012414850294,0.0921312049031257,0.815241813659668,0.5430818200111389
Wave1D,rarg,389.04832,0.0106593202799558,0.0737875029444694,0.7240707874298096,0.4860190153121948
Wave2D_Heterogeneous,pinn,766.075044,0.0021949743386358,0.0667073515199119,2.0175333619117737,1.196785804266789
Wave2D_Heterogeneous,r3,6320.077314,0.004053761716932,0.0508818779634486,1.7298885583877563,1.0452282665946024
Wave2D_Heterogeneous,rad,817.159269,0.0046874145045876,0.105621019325077,1.6468711495399475,1.5059299036038238
Wave2D_Heterogeneous,randomr,4290.645819,0.0023631670046597,0.0540053277704162,1.945615142583847,1.0768318270588442
Wave2D_Heterogeneous,rard,803.832587,0.0031429836526513,0.0501657959688137,1.9520095586776731,1.0378472377589518
Wave2D_Heterogeneous,rarg,801.20672,0.0035277048591524,0.049384865003977,1.970696747303009,1.0297374685988
Wave2D_LongTime,pinn,879.30575,159.57427978515625,165271.09375,1203.454345703125,1.5310602188110352
Wave2D_LongTime,r3,914.24354,2002.1263427734373,160815.8125,1205.492431640625,1.5102825164794922
Wave2D_LongTime,rad,876.322424,2305.521484375,76348.453125,1407.13037109375,1.0406242609024048
Wave2D_LongTime,randomr,1389.254403,286.73760986328125,164579.40625,1202.3056640625,1.527853012084961
Wave2D_LongTime,rard,884.058799,622.7122802734375,163488.15625,1200.5494384765625,1.5227794647216797
Wave2D_LongTime,rarg,878.625199,368.6046752929688,161367.890625,1197.036865234375,1.5128728151321411
